1.988750153e+02;1.220298372e-02
1.990776062e+02;-1.357117668e-03
1.992802124e+02;-6.603433751e-03
1.994828186e+02;1.535085496e-02
1.996854553e+02;3.904833691e-03
1.998881073e+02;-9.268892463e-04
2.000907745e+02;3.594532609e-03
2.002934570e+02;3.802762181e-02
2.004961548e+02;-3.039183794e-03
2.006988678e+02;-1.614812203e-02
2.009015961e+02;-1.632122556e-03
2.011043549e+02;-5.457131192e-04
2.013071136e+02;1.381316036e-02
2.015099030e+02;3.164338320e-02
2.017126923e+02;-6.812383886e-03
2.019155121e+02;1.295770891e-02
2.021183319e+02;5.867308471e-03
2.023211823e+02;-2.717700321e-03
2.025240479e+02;-7.264144253e-03
2.027269287e+02;3.942110576e-03
2.029298248e+02;1.226170268e-02
2.031327362e+02;5.255173426e-03
2.033356628e+02;5.771918688e-03
2.035386047e+02;2.345600398e-03
2.037415619e+02;6.344981492e-03
2.039445343e+02;4.363889620e-02
2.041475220e+02;2.858511172e-03
2.043505402e+02;-1.405088580e-03
2.045535583e+02;-6.576625630e-03
2.047566071e+02;-1.860809978e-03
2.049596558e+02;-1.480422914e-02
2.051627350e+02;-7.646337617e-03
2.053658295e+02;2.157931775e-02
2.055689392e+02;2.553501981e-04
2.057720642e+02;-2.349156886e-03
2.059751892e+02;-7.052320056e-03
2.061783447e+02;1.077503781e-03
2.063815155e+02;-6.790481042e-03
2.065847168e+02;-9.553005919e-03
2.067879181e+02;1.470150240e-02
2.069911346e+02;1.921219938e-02
2.071943665e+02;5.145139061e-03
2.073976288e+02;-9.146803990e-03
2.076008911e+02;-4.022882786e-03
2.078041840e+02;-5.030917819e-04
2.080074768e+02;1.037982292e-03
2.082108002e+02;-1.032758271e-03
2.084141388e+02;6.148741115e-03
2.086174774e+02;8.510592161e-04
2.088208466e+02;-7.315978874e-03
2.090242310e+02;-7.269593421e-03
2.092276306e+02;1.168282796e-02
2.094310455e+02;5.281525664e-03
2.096344757e+02;6.655604579e-03
2.098379211e+02;-1.500016311e-03
2.100413971e+02;1.306721941e-02
2.102448730e+02;-1.075288048e-03
2.104483643e+02;-1.390280231e-04
2.106518860e+02;-6.950458512e-03
2.108554077e+02;3.544056555e-03
2.110589600e+02;-5.570353009e-03
2.112625122e+02;-8.160171099e-03
2.114660950e+02;9.427159093e-03
2.116696930e+02;2.261954360e-03
2.118733063e+02;2.042989247e-02
2.120769196e+02;-6.741468329e-03
2.122805634e+02;-2.138781827e-03
2.124842224e+02;2.504365332e-02
2.126878967e+02;-3.418476786e-03
2.128915863e+02;1.879674941e-02
2.130952911e+02;-7.271913346e-03
2.132990265e+02;1.616860181e-02
2.135027618e+02;1.006616629e-03
2.137065125e+02;-3.693908686e-03
2.139102936e+02;2.859636210e-02
2.141140747e+02;3.973829560e-03
2.143178864e+02;1.294253767e-02
2.145216980e+02;-7.568095811e-03
2.147255402e+02;6.853504572e-03
2.149293976e+02;-5.048568826e-03
2.151332550e+02;-5.355517846e-03
2.153371429e+02;-3.882954596e-03
2.155410461e+02;-3.074449021e-03
2.157449646e+02;4.849346355e-03
2.159488983e+02;4.430413246e-03
2.161528473e+02;-5.792588461e-03
2.163568115e+02;2.441118006e-03
2.165607910e+02;3.383178962e-03
2.167647858e+02;7.004136685e-03
2.169688110e+02;-1.968602464e-02
2.171728363e+02;-5.735232029e-03
2.173768768e+02;7.453849073e-03
2.175809479e+02;3.435951658e-03
2.177850189e+02;-7.304317784e-03
2.179891205e+02;-4.063919187e-03
2.181932220e+02;1.598657854e-02
2.183973541e+02;2.748402301e-03
2.186015015e+02;7.423668168e-03
2.188056641e+02;-1.073450036e-02
2.190098267e+02;1.261595404e-03
2.192140198e+02;2.431262657e-02
2.194182281e+02;-3.279480152e-03
2.196224518e+02;4.771272361e-04
2.198266907e+02;5.863115564e-02
2.200309448e+02;1.612001448e-03
2.202352295e+02;1.145330723e-02
2.204395142e+02;-1.442549936e-02
2.206438141e+02;-6.523660384e-03
2.208481293e+02;-7.570948219e-04
2.210524750e+02;5.979363341e-03
2.212568207e+02;-3.113551997e-03
2.214611969e+02;-4.950301722e-03
2.216655731e+02;4.224983044e-03
2.218699799e+02;-9.060413140e-05
2.220743866e+02;2.661175095e-04
2.222788239e+02;-8.501161356e-04
2.224832764e+02;1.215410419e-02
2.226877441e+02;1.262933575e-02
2.228922272e+02;5.261002108e-03
2.230967255e+02;-5.746975541e-03
2.233012238e+02;2.856567735e-03
2.235057526e+02;2.768426202e-03
2.237103119e+02;-4.261703230e-03
2.239148712e+02;-5.066227168e-03
2.241194458e+02;2.492498839e-03
2.243240356e+02;-3.447787894e-04
2.245286407e+02;4.643335706e-04
2.247332764e+02;1.299051847e-02
2.249379120e+02;6.938220002e-03
2.251425629e+02;1.650165417e-03
2.253472443e+02;-6.171820685e-03
2.255519409e+02;-5.008059088e-03
2.257566376e+02;9.211383760e-03
2.259613647e+02;-1.181064826e-02
2.261660919e+02;-4.060576670e-03
2.263708496e+02;1.142785605e-02
2.265756226e+02;1.309108688e-03
2.267804108e+02;6.398702506e-03
2.269852142e+02;1.370157674e-02
2.271900330e+02;5.104756448e-03
2.273948669e+02;8.782193996e-03
2.275997162e+02;-2.952045761e-03
2.278045807e+02;1.451937482e-02
2.280094604e+02;2.822737955e-02
2.282143555e+02;1.372807566e-02
2.284192657e+02;-1.099920645e-02
2.286241913e+02;1.479144394e-02
2.288291473e+02;1.411221456e-02
2.290341034e+02;-3.497296246e-03
2.292390900e+02;-7.497132290e-03
2.294440765e+02;1.601440459e-02
2.296490784e+02;-6.984723732e-03
2.298541107e+02;2.092261426e-02
2.300591583e+02;2.574121580e-02
2.302642059e+02;-1.046534162e-02
2.304692841e+02;5.190971773e-03
2.306743774e+02;6.836066023e-04
2.308794861e+02;-8.539007977e-03
2.310845947e+02;9.492225014e-03
2.312897339e+02;1.761238236e-04
2.314948883e+02;8.256073110e-03
2.317000580e+02;-1.553981658e-02
2.319052429e+02;-1.580753596e-03
2.321104431e+02;8.265636861e-04
2.323156586e+02;-1.290980354e-02
2.325208893e+02;-4.658649050e-05
2.327261505e+02;-3.388722194e-03
2.329314117e+02;7.649743464e-03
2.331366882e+02;-1.099535171e-02
2.333419952e+02;-8.767560124e-03
2.335473022e+02;-1.170491707e-02
2.337526245e+02;7.624779828e-03
2.339579773e+02;8.189536631e-03
2.341633301e+02;3.243504092e-02
2.343687134e+02;-8.916841820e-03
2.345740967e+02;-4.008179531e-03
2.347795105e+02;1.085333712e-02
2.349849396e+02;-7.890088484e-03
2.351903687e+02;9.440508485e-02
2.353958282e+02;1.314021181e-02
2.356013031e+02;2.418072196e-03
2.358067932e+02;-7.484981790e-03
2.360122986e+02;1.649801806e-02
2.362178192e+02;-7.632696535e-03
2.364233551e+02;1.128479932e-02
2.366289063e+02;7.165235002e-03
2.368344727e+02;-5.153422826e-04
2.370400543e+02;1.300963946e-02
2.372456512e+02;2.011473291e-02
2.374512634e+02;7.128403988e-03
2.376568909e+02;-6.186524406e-03
2.378625488e+02;1.241800841e-02
2.380682068e+02;3.321092948e-02
2.382738800e+02;-4.699641839e-03
2.384795837e+02;8.157770149e-03
2.386852875e+02;1.423662528e-03
2.388910217e+02;-5.290430854e-04
2.390967560e+02;-1.317260601e-02
2.393025208e+02;-1.226967201e-02
2.395082855e+02;1.661106385e-02
2.397140808e+02;-4.823031835e-03
2.399198761e+02;-8.936956525e-03
2.401257019e+02;-3.941164352e-03
2.403315430e+02;7.375087589e-03
2.405373993e+02;-2.848337637e-03
2.407432556e+02;-3.942552023e-03
2.409491425e+02;1.843987592e-02
2.411550446e+02;-2.376516350e-03
2.413609619e+02;-5.295339361e-05
2.415668945e+02;2.198900795e-03
2.417728424e+02;1.337526366e-03
2.419788055e+02;-1.256782096e-03
2.421847839e+02;6.363552064e-03
2.423907776e+02;-3.149322001e-03
2.425968018e+02;-9.607619722e-04
2.428028259e+02;6.935123820e-03
2.430088654e+02;-6.963965134e-04
2.432149200e+02;-4.084096756e-03
2.434209900e+02;-3.061186522e-03
2.436270905e+02;2.630013507e-03
2.438331909e+02;6.032797508e-03
2.440393219e+02;-6.724603591e-04
2.442454529e+02;2.617970854e-02
2.444516144e+02;2.505755983e-04
2.446577759e+02;1.842081733e-02
2.448639679e+02;1.719629974e-03
2.450701599e+02;-7.972356863e-03
2.452763824e+02;3.177046077e-03
2.454826050e+02;9.210113203e-04
2.456888580e+02;3.887556121e-02
2.458951263e+02;-5.078047980e-03
2.461014099e+02;-4.005763214e-03
2.463076935e+02;-6.841719151e-03
2.465140076e+02;1.632568985e-02
2.467203369e+02;2.183147444e-04
2.469266815e+02;-7.524530869e-03
2.471330414e+02;1.371381246e-02
2.473394165e+02;5.377884489e-03
